"tax_id","parent_id","rank","tax_name","root","below_root","below_below_root","below_below_below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","tribe","genus","below_genus","subgenus","species_group","species_subgroup","below_species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies","below_below_subspecies"
"1","1","root","root","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131567","1","below_root","cellular organisms","1","131567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12908","1","below_root","unclassified sequences","1","12908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"408169","12908","below_below_root","metagenomes","1","12908","408169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"410657","408169","below_below_below_root","ecological metagenomes","1","12908","408169","410657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2","131567","superkingdom","Bacteria","1","131567","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783270","2","below_superkingdom","FCB group","1","131567","","","2","1783270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1802340","2","below_superkingdom","Nitrospinae/Tectomicrobia group","1","131567","","","2","1802340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783257","2","below_superkingdom","PVC group","1","131567","","","2","1783257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783272","2","below_superkingdom","Terrabacteria group","1","131567","","","2","1783272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","2","below_superkingdom","unclassified Bacteria","1","131567","","","2","2323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783234","2323","below_below_superkingdom","Bacteria candidate phyla","1","131567","","","2","2323","1783234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68336","1783270","below_below_superkingdom","Bacteroidetes/Chlorobi group","1","131567","","","2","1783270","68336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1798711","1783272","below_below_superkingdom","Cyanobacteria/Melainabacteria group","1","131567","","","2","1783272","1798711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1859062","1783272","below_below_superkingdom","unclassified Terrabacteria group","1","131567","","","2","1783272","1859062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95901","1783234","below_below_below_superkingdom","Candidatus Dependentiae","1","131567","","","2","2323","1783234","95901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74243","1783234","below_below_below_superkingdom","Candidatus Dojkabacteria","1","131567","","","2","2323","1783234","74243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1783273","1783234","below_below_below_superkingdom","Patescibacteria group","1","131567","","","2","2323","1783234","1783273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1798534","1783234","below_below_below_superkingdom","candidate division Kazan-3B-28","1","131567","","","2","2323","1783234","1798534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794810","1783273","below_below_below_below_superkingdom","Microgenomates group","1","131567","","","2","2323","1783234","1783273","1794810","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794811","1783273","below_below_below_below_superkingdom","Parcubacteria group","1","131567","","","2","2323","1783234","1783273","1794811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104668","95901","below_below_below_below_superkingdom","unclassified Candidatus Dependentiae","1","131567","","","2","2323","1783234","95901","1104668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794839","1794810","below_below_below_below_below_superkingdom","unclassified Microgenomates group","1","131567","","","2","2323","1783234","1783273","1794810","1794839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1794840","1794811","below_below_below_below_below_superkingdom","unclassified Parcubacteria group","1","131567","","","2","2323","1783234","1783273","1794811","1794840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57723","2","phylum","Acidobacteria","1","131567","","","2","","","","","","57723","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201174","1783272","phylum","Actinobacteria","1","131567","","","2","1783272","","","","","201174","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200783","2","phylum","Aquificae","1","131567","","","2","","","","","","200783","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67819","1783272","phylum","Armatimonadetes","1","131567","","","2","1783272","","","","","67819","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"976","68336","phylum","Bacteroidetes","1","131567","","","2","1783270","68336","","","","976","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1936987","2","phylum","Balneolaeota","1","131567","","","2","","","","","","1936987","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67814","2","phylum","Caldiserica","1","131567","","","2","","","","","","67814","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1930617","2","phylum","Calditrichaeota","1","131567","","","2","","","","","","1930617","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752730","1794810","phylum","Candidatus Amesbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752730","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1618330","1783234","phylum","Candidatus Berkelbacteria","1","131567","","","2","2323","1783234","","","","1618330","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456828","1783270","phylum","Candidatus Cloacimonetes","1","131567","","","2","1783270","","","","","456828","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752725","1794810","phylum","Candidatus Collierbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752725","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752717","1794810","phylum","Candidatus Curtissbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752717","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752718","1794810","phylum","Candidatus Daviesbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752718","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752728","1794811","phylum","Candidatus Falkowbacteria","1","131567","","","2","2323","1783234","1783273","1794811","","1752728","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752720","1794810","phylum","Candidatus Gottesmanbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752720","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752740","1794811","phylum","Candidatus Kuenenbacteria","1","131567","","","2","2323","1783234","1783273","1794811","","1752740","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752719","1794810","phylum","Candidatus Levybacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752719","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752731","1794811","phylum","Candidatus Magasanikbacteria","1","131567","","","2","2323","1783234","1783273","1794811","","1752731","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62680","1783270","phylum","Candidatus Marinimicrobia","1","131567","","","2","1783270","","","","","62680","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752737","1794811","phylum","Candidatus Moranbacteria","1","131567","","","2","2323","1783234","1783273","1794811","","1752737","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67812","1783257","phylum","Candidatus Omnitrophica","1","131567","","","2","1783257","","","","","67812","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752724","1794810","phylum","Candidatus Pacebacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752724","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1619053","1783234","phylum","Candidatus Peregrinibacteria","1","131567","","","2","2323","1783234","","","","1619053","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752723","1794810","phylum","Candidatus Roizmanbacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752723","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95818","1783234","phylum","Candidatus Saccharibacteria","1","131567","","","2","2323","1783234","","","","95818","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752732","1794811","phylum","Candidatus Uhrbacteria","1","131567","","","2","2323","1783234","1783273","1794811","","1752732","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1752722","1794810","phylum","Candidatus Woesebacteria","1","131567","","","2","2323","1783234","1783273","1794810","","1752722","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"204428","1783257","phylum","Chlamydiae","1","131567","","","2","1783257","","","","","204428","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","68336","phylum","Chlorobi","1","131567","","","2","1783270","68336","","","","1090","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200795","1783272","phylum","Chloroflexi","1","131567","","","2","1783272","","","","","200795","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200938","2","phylum","Chrysiogenetes","1","131567","","","2","","","","","","200938","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117","1798711","phylum","Cyanobacteria","1","131567","","","2","1783272","1798711","","","","1117","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200930","2","phylum","Deferribacteres","1","131567","","","2","","","","","","200930","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1297","1783272","phylum","Deinococcus-Thermus","1","131567","","","2","1783272","","","","","1297","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68297","2","phylum","Dictyoglomi","1","131567","","","2","","","","","","68297","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74152","2","phylum","Elusimicrobia","1","131567","","","2","","","","","","74152","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65842","1783270","phylum","Fibrobacteres","1","131567","","","2","1783270","","","","","65842","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1239","1783272","phylum","Firmicutes","1","131567","","","2","1783272","","","","","1239","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32066","2","phylum","Fusobacteria","1","131567","","","2","","","","","","32066","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142182","1783270","phylum","Gemmatimonadetes","1","131567","","","2","1783270","","","","","142182","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1134404","68336","phylum","Ignavibacteriae","1","131567","","","2","1783270","68336","","","","1134404","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134625","1783257","phylum","Kiritimatiellaeota","1","131567","","","2","1783257","","","","","134625","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"256845","1783257","phylum","Lentisphaerae","1","131567","","","2","1783257","","","","","256845","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1293497","1802340","phylum","Nitrospinae","1","131567","","","2","1802340","","","","","1293497","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40117","2","phylum","Nitrospirae","1","131567","","","2","","","","","","40117","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203682","1783257","phylum","Planctomycetes","1","131567","","","2","1783257","","","","","203682","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","2","phylum","Proteobacteria","1","131567","","","2","","","","","","1224","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"203691","2","phylum","Spirochaetes","1","131567","","","2","","","","","","203691","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"508458","2","phylum","Synergistetes","1","131567","","","2","","","","","","508458","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"544448","1783272","phylum","Tenericutes","1","131567","","","2","1783272","","","","","544448","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200940","2","phylum","Thermodesulfobacteria","1","131567","","","2","","","","","","200940","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200918","2","phylum","Thermotogae","1","131567","","","2","","","","","","200918","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74201","1783257","phylum","Verrucomicrobia","1","131567","","","2","1783257","","","","","74201","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1618339","1783234","phylum","candidate division CPR2","1","131567","","","2","2323","1783234","","","","1618339","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1618340","1783234","phylum","candidate division CPR3","1","131567","","","2","2323","1783234","","","","1618340","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"640293","1783234","phylum","candidate division NC10","1","131567","","","2","2323","1783234","","","","640293","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422282","1783234","phylum","candidate division WWE3","1","131567","","","2","2323","1783234","","","","422282","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1379697","1783270","phylum","candidate division Zixibacteria","1","131567","","","2","1783270","","","","","1379697","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47936","1224","below_phylum","environmental samples","1","131567","","","2","","","","","","1224","47936","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47928","1239","below_phylum","environmental samples","1","131567","","","2","1783272","","","","","1239","47928","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"458031","57723","below_phylum","unclassified Acidobacteria","1","131567","","","2","","","","","","57723","458031","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"171558","976","below_phylum","unclassified Bacteroidetes","1","131567","","","2","1783270","68336","","","","976","171558","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1801912","1619053","below_phylum","unclassified Candidatus Peregrinibacteria","1","131567","","","2","2323","1783234","","","","1619053","1801912","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34079","1117","below_phylum","unclassified Cyanobacteria","1","131567","","","2","1783272","1798711","","","","1117","34079","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33974","1239","below_phylum","unclassified Firmicutes sensu stricto","1","131567","","","2","1783272","","","","","1239","33974","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1895827","95818","below_phylum","unclassified Saccharibacteria","1","131567","","","2","2323","1783234","","","","95818","1895827","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"326457","74201","below_phylum","unclassified Verrucomicrobia","1","131567","","","2","1783257","","","","","74201","326457","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562571","458031","below_below_phylum","Acidobacteria subdivision 23","1","131567","","","2","","","","","","57723","458031","1562571","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37452","171558","below_below_phylum","unclassified Bacteroidetes (miscellaneous)","1","131567","","","2","1783270","68336","","","","976","171558","37452","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1983111","34079","below_below_phylum","unclassified Cyanobacteria (miscellaneous)","1","131567","","","2","1783272","1798711","","","","1117","34079","1983111","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84086","33974","below_below_phylum","unclassified Firmicutes sensu stricto (miscellaneous)","1","131567","","","2","1783272","","","","","1239","33974","84086","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"417295","326457","below_below_phylum","unclassified Verrucomicrobia (miscellaneous)","1","131567","","","2","1783257","","","","","74201","326457","417295","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68525","1224","subphylum","delta/epsilon subdivisions","1","131567","","","2","","","","","","1224","","","68525","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84992","201174","class","Acidimicrobiia","1","131567","","","2","1783272","","","","","201174","","","","84992","","","","","","","","","","","","","","","","","","","","","","","","",""
"1807140","1224","class","Acidithiobacillia","1","131567","","","2","","","","","","1224","","","","1807140","","","","","","","","","","","","","","","","","","","","","","","","",""
"204432","57723","class","Acidobacteriia","1","131567","","","2","","","","","","57723","","","","204432","","","","","","","","","","","","","","","","","","","","","","","","",""
"1760","201174","class","Actinobacteria","1","131567","","","2","1783272","","","","","201174","","","","1760","","","","","","","","","","","","","","","","","","","","","","","","",""
"28211","1224","class","Alphaproteobacteria","1","131567","","","2","","","","","","1224","","","","28211","","","","","","","","","","","","","","","","","","","","","","","","",""
"292625","200795","class","Anaerolineae","1","131567","","","2","1783272","","","","","200795","","","","292625","","","","","","","","","","","","","","","","","","","","","","","","",""
"187857","200783","class","Aquificae","1","131567","","","2","","","","","","200783","","","","187857","","","","","","","","","","","","","","","","","","","","","","","","",""
"1382928","200795","class","Ardenticatenia","1","131567","","","2","1783272","","","","","200795","","","","1382928","","","","","","","","","","","","","","","","","","","","","","","","",""
"91061","1239","class","Bacilli","1","131567","","","2","1783272","","","","","1239","","","","91061","","","","","","","","","","","","","","","","","","","","","","","","",""
"200643","976","class","Bacteroidia","1","131567","","","2","1783270","68336","","","","976","","","","200643","","","","","","","","","","","","","","","","","","","","","","","","",""
"1853221","1936987","class","Balneolia","1","131567","","","2","","","","","","1936987","","","","1853221","","","","","","","","","","","","","","","","","","","","","","","","",""
"28216","1224","class","Betaproteobacteria","1","131567","","","2","","","","","","1224","","","","28216","","","","","","","","","","","","","","","","","","","","","","","","",""
"1562566","57723","class","Blastocatellia","1","131567","","","2","","","","","","57723","","","","1562566","","","","","","","","","","","","","","","","","","","","","","","","",""
"475962","200795","class","Caldilineae","1","131567","","","2","1783272","","","","","200795","","","","475962","","","","","","","","","","","","","","","","","","","","","","","","",""
"693071","67814","class","Caldisericia","1","131567","","","2","","","","","","67814","","","","693071","","","","","","","","","","","","","","","","","","","","","","","","",""
"1962850","1930617","class","Calditrichae","1","131567","","","2","","","","","","1930617","","","","1962850","","","","","","","","","","","","","","","","","","","","","","","","",""
"1853228","976","class","Chitinophagia","1","131567","","","2","1783270","68336","","","","976","","","","1853228","","","","","","","","","","","","","","","","","","","","","","","","",""
"204429","204428","class","Chlamydiia","1","131567","","","2","1783257","","","","","204428","","","","204429","","","","","","","","","","","","","","","","","","","","","","","","",""
"191410","1090","class","Chlorobia","1","131567","","","2","1783270","68336","","","","1090","","","","191410","","","","","","","","","","","","","","","","","","","","","","","","",""
"32061","200795","class","Chloroflexia","1","131567","","","2","1783272","","","","","200795","","","","32061","","","","","","","","","","","","","","","","","","","","","","","","",""
"118001","200938","class","Chrysiogenetes","1","131567","","","2","","","","","","200938","","","","118001","","","","","","","","","","","","","","","","","","","","","","","","",""
"1077257","67819","class","Chthonomonadetes","1","131567","","","2","1783272","","","","","67819","","","","1077257","","","","","","","","","","","","","","","","","","","","","","","","",""
"186801","1239","class","Clostridia","1","131567","","","2","1783272","","","","","1239","","","","186801","","","","","","","","","","","","","","","","","","","","","","","","",""
"84998","201174","class","Coriobacteriia","1","131567","","","2","1783272","","","","","201174","","","","84998","","","","","","","","","","","","","","","","","","","","","","","","",""
"768503","976","class","Cytophagia","1","131567","","","2","1783270","68336","","","","976","","","","768503","","","","","","","","","","","","","","","","","","","","","","","","",""
"68337","200930","class","Deferribacteres","1","131567","","","2","","","","","","200930","","","","68337","","","","","","","","","","","","","","","","","","","","","","","","",""
"301297","200795","class","Dehalococcoidia","1","131567","","","2","1783272","","","","","200795","","","","301297","","","","","","","","","","","","","","","","","","","","","","","","",""
"188787","1297","class","Deinococci","1","131567","","","2","1783272","","","","","1297","","","","188787","","","","","","","","","","","","","","","","","","","","","","","","",""
"28221","68525","class","Deltaproteobacteria","1","131567","","","2","","","","","","1224","","","68525","28221","","","","","","","","","","","","","","","","","","","","","","","","",""
"203486","68297","class","Dictyoglomia","1","131567","","","2","","","","","","68297","","","","203486","","","","","","","","","","","","","","","","","","","","","","","","",""
"641853","74152","class","Elusimicrobia","1","131567","","","2","","","","","","74152","","","","641853","","","","","","","","","","","","","","","","","","","","","","","","",""
"447830","74152","class","Endomicrobia","1","131567","","","2","","","","","","74152","","","","447830","","","","","","","","","","","","","","","","","","","","","","","","",""
"29547","68525","class","Epsilonproteobacteria","1","131567","","","2","","","","","","1224","","","68525","29547","","","","","","","","","","","","","","","","","","","","","","","","",""
"526524","1239","class","Erysipelotrichia","1","131567","","","2","1783272","","","","","1239","","","","526524","","","","","","","","","","","","","","","","","","","","","","","","",""
"204430","65842","class","Fibrobacteria","1","131567","","","2","1783270","","","","","65842","","","","204430","","","","","","","","","","","","","","","","","","","","","","","","",""
"1663419","67819","class","Fimbriimonadia","1","131567","","","2","1783272","","","","","67819","","","","1663419","","","","","","","","","","","","","","","","","","","","","","","","",""
"117743","976","class","Flavobacteriia","1","131567","","","2","1783270","68336","","","","976","","","","117743","","","","","","","","","","","","","","","","","","","","","","","","",""
"203490","32066","class","Fusobacteriia","1","131567","","","2","","","","","","32066","","","","203490","","","","","","","","","","","","","","","","","","","","","","","","",""
"1236","1224","class","Gammaproteobacteria","1","131567","","","2","","","","","","1224","","","","1236","","","","","","","","","","","","","","","","","","","","","","","","",""
"219685","142182","class","Gemmatimonadetes","1","131567","","","2","1783270","","","","","142182","","","","219685","","","","","","","","","","","","","","","","","","","","","","","","",""
"307596","1117","class","Gloeobacteria","1","131567","","","2","1783272","1798711","","","","1117","","","","307596","","","","","","","","","","","","","","","","","","","","","","","","",""
"533205","57723","class","Holophagae","1","131567","","","2","","","","","","57723","","","","533205","","","","","","","","","","","","","","","","","","","","","","","","",""
"2008785","1224","class","Hydrogenophilalia","1","131567","","","2","","","","","","1224","","","","2008785","","","","","","","","","","","","","","","","","","","","","","","","",""
"795747","1134404","class","Ignavibacteria","1","131567","","","2","1783270","68336","","","","1134404","","","","795747","","","","","","","","","","","","","","","","","","","","","","","","",""
"1921781","134625","class","Kiritimatiellae","1","131567","","","2","1783257","","","","","134625","","","","1921781","","","","","","","","","","","","","","","","","","","","","","","","",""
"388447","200795","class","Ktedonobacteria","1","131567","","","2","1783272","","","","","200795","","","","388447","","","","","","","","","","","","","","","","","","","","","","","","",""
"1313211","256845","class","Lentisphaeria","1","131567","","","2","1783257","","","","","256845","","","","1313211","","","","","","","","","","","","","","","","","","","","","","","","",""
"1955630","74201","class","Methylacidiphilae","1","131567","","","2","1783257","","","","","74201","","","","1955630","","","","","","","","","","","","","","","","","","","","","","","","",""
"31969","544448","class","Mollicutes","1","131567","","","2","1783272","","","","","544448","","","","31969","","","","","","","","","","","","","","","","","","","","","","","","",""
"909932","1239","class","Negativicutes","1","131567","","","2","1783272","","","","","1239","","","","909932","","","","","","","","","","","","","","","","","","","","","","","","",""
"908620","201174","class","Nitriliruptoria","1","131567","","","2","1783272","","","","","201174","","","","908620","","","","","","","","","","","","","","","","","","","","","","","","",""
"1293498","1293497","class","Nitrospinia","1","131567","","","2","1802340","","","","","1293497","","","","1293498","","","","","","","","","","","","","","","","","","","","","","","","",""
"203693","40117","class","Nitrospira","1","131567","","","2","","","","","","40117","","","","203693","","","","","","","","","","","","","","","","","","","","","","","","",""
"1553900","1224","class","Oligoflexia","1","131567","","","2","","","","","","1224","","","","1553900","","","","","","","","","","","","","","","","","","","","","","","","",""
"414999","74201","class","Opitutae","1","131567","","","2","1783257","","","","","74201","","","","414999","","","","","","","","","","","","","","","","","","","","","","","","",""
"203683","203682","class","Planctomycetia","1","131567","","","2","1783257","","","","","203682","","","","203683","","","","","","","","","","","","","","","","","","","","","","","","",""
"84995","201174","class","Rubrobacteria","1","131567","","","2","1783272","","","","","201174","","","","84995","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937959","976","class","Saprospiria","1","131567","","","2","1783270","68336","","","","976","","","","1937959","","","","","","","","","","","","","","","","","","","","","","","","",""
"332159","57723","class","Solibacteres","1","131567","","","2","","","","","","57723","","","","332159","","","","","","","","","","","","","","","","","","","","","","","","",""
"134549","74201","class","Spartobacteria","1","131567","","","2","1783257","","","","","74201","","","","134549","","","","","","","","","","","","","","","","","","","","","","","","",""
"117747","976","class","Sphingobacteriia","1","131567","","","2","1783270","68336","","","","976","","","","117747","","","","","","","","","","","","","","","","","","","","","","","","",""
"203692","203691","class","Spirochaetia","1","131567","","","2","","","","","","203691","","","","203692","","","","","","","","","","","","","","","","","","","","","","","","",""
"649775","508458","class","Synergistia","1","131567","","","2","","","","","","508458","","","","649775","","","","","","","","","","","","","","","","","","","","","","","","",""
"67799","200940","class","Thermodesulfobacteria","1","131567","","","2","","","","","","200940","","","","67799","","","","","","","","","","","","","","","","","","","","","","","","",""
"1497346","201174","class","Thermoleophilia","1","131567","","","2","1783272","","","","","201174","","","","1497346","","","","","","","","","","","","","","","","","","","","","","","","",""
"189775","200795","class","Thermomicrobia","1","131567","","","2","1783272","","","","","200795","","","","189775","","","","","","","","","","","","","","","","","","","","","","","","",""
"188708","200918","class","Thermotogae","1","131567","","","2","","","","","","200918","","","","188708","","","","","","","","","","","","","","","","","","","","","","","","",""
"1737404","1239","class","Tissierellia","1","131567","","","2","1783272","","","","","1239","","","","1737404","","","","","","","","","","","","","","","","","","","","","","","","",""
"203494","74201","class","Verrucomicrobiae","1","131567","","","2","1783257","","","","","74201","","","","203494","","","","","","","","","","","","","","","","","","","","","","","","",""
"580370","1224","class","Zetaproteobacteria","1","131567","","","2","","","","","","1224","","","","580370","","","","","","","","","","","","","","","","","","","","","","","","",""
"1643818","1760","below_class","Actinobacteria incertae sedis","1","131567","","","2","1783272","","","","","201174","","","","1760","1643818","","","","","","","","","","","","","","","","","","","","","","","",""
"1748771","1562566","below_class","Blastocatellales","1","131567","","","2","","","","","","57723","","","","1562566","1748771","","","","","","","","","","","","","","","","","","","","","","","",""
"1643688","203692","below_class","Leptospirales","1","131567","","","2","","","","","","203691","","","","203692","1643688","","","","","","","","","","","","","","","","","","","","","","","",""
"52018","1760","below_class","unclassified Actinobacteria (class)","1","131567","","","2","1783272","","","","","201174","","","","1760","52018","","","","","","","","","","","","","","","","","","","","","","","",""
"82117","28211","below_class","unclassified Alphaproteobacteria","1","131567","","","2","","","","","","1224","","","","28211","82117","","","","","","","","","","","","","","","","","","","","","","","",""
"119066","28216","below_class","unclassified Betaproteobacteria","1","131567","","","2","","","","","","1224","","","","28216","119066","","","","","","","","","","","","","","","","","","","","","","","",""
"45456","28221","below_class","unclassified Deltaproteobacteria","1","131567","","","2","","","","","","1224","","","68525","28221","45456","","","","","","","","","","","","","","","","","","","","","","","",""
"34035","29547","below_class","unclassified Epsilonproteobacteria","1","131567","","","2","","","","","","1224","","","68525","29547","34035","","","","","","","","","","","","","","","","","","","","","","","",""
"118884","1236","below_class","unclassified Gammaproteobacteria","1","131567","","","2","","","","","","1224","","","","1236","118884","","","","","","","","","","","","","","","","","","","","","","","",""
"260955","189775","below_class","unclassified Thermomicrobia","1","131567","","","2","1783272","","","","","200795","","","","189775","260955","","","","","","","","","","","","","","","","","","","","","","","",""
"1737407","1737404","below_class","unclassified Tissierellia","1","131567","","","2","1783272","","","","","1239","","","","1737404","1737407","","","","","","","","","","","","","","","","","","","","","","","",""
"481447","203494","below_class","unclassified Verrucomicrobiae","1","131567","","","2","1783257","","","","","74201","","","","203494","481447","","","","","","","","","","","","","","","","","","","","","","","",""
"198346","118884","below_below_class","Candidatus Baumannia","1","131567","","","2","","","","","","1224","","","","1236","118884","198346","","","","","","","","","","","","","","","","","","","","","","",""
"62654","82117","below_below_class","SAR116 cluster","1","131567","","","2","","","","","","1224","","","","28211","82117","62654","","","","","","","","","","","","","","","","","","","","","","",""
"62672","118884","below_below_class","SAR86 cluster","1","131567","","","2","","","","","","1224","","","","1236","118884","62672","","","","","","","","","","","","","","","","","","","","","","",""
"32036","118884","below_below_class","sulfur-oxidizing symbionts","1","131567","","","2","","","","","","1224","","","","1236","118884","32036","","","","","","","","","","","","","","","","","","","","","","",""
"78537","52018","below_below_class","unclassified Actinobacteria (class) (miscellaneous)","1","131567","","","2","1783272","","","","","201174","","","","1760","52018","78537","","","","","","","","","","","","","","","","","","","","","","",""
"33807","82117","below_below_class","unclassified Alphaproteobacteria (miscellaneous)","1","131567","","","2","","","","","","1224","","","","28211","82117","33807","","","","","","","","","","","","","","","","","","","","","","",""
